11.24,6.63,0.24,2.0
13.45,2.42,1.61,2.0
12.77,2.33,1.51,2.0
12.54,2.43,1.52,2.0
15.33,2.86,1.8,2.0
20.96,3.8,2.43,1.0
21.29,3.78,2.46,1.0
20.31,3.27,2.13,2.0
21.24,3.13,2.06,3.0
26.39,3.6,2.41,2.0
30.6,3.85,2.56,1.0
24.6,3.21,2.17,2.0
18.31,2.68,1.78,3.0
13.83,2.25,1.45,3.0
17.84,2.92,1.97,3.0
15.41,2.92,1.94,1.0
16.52,3.12,2.09,2.0
19.46,3.47,2.42,2.0
16.49,3.0,2.15,1.0
29.36,3.8,2.67,3.0
29.73,4.0,2.8,1.0
29.98,3.98,2.91,2.0
25.97,3.62,2.64,2.0
20.67,3.6,2.78,3.0
19.54,3.44,2.61,2.0
19.96,3.23,2.41,2.0
20.27,2.92,2.33,3.0
17.2,2.58,2.02,2.0
21.3,3.24,2.48,3.0
21.03,3.63,2.78,1.0
20.89,3.62,2.73,2.0
22.64,3.96,2.96,2.0
22.73,4.01,3.04,2.0
23.89,4.28,3.27,2.0
20.59,3.81,2.89,2.0
17.97,3.39,2.55,3.0
20.11,3.91,2.86,3.0
21.94,4.27,3.07,2.0
23.03,4.6,3.2,2.0
19.4,4.04,2.73,2.0
15.35,3.26,2.19,3.0
19.67,4.08,2.81,3.0
19.74,4.22,2.83,1.0
19.46,4.21,2.8,2.0
17.67,4.03,2.52,2.0
23.81,4.93,3.39,3.0
20.74,4.53,3.0,1.0
21.11,4.42,3.1,3.0
25.34,5.18,3.89,2.0
29.34,6.05,4.63,1.0
28.42,5.71,4.53,2.0
27.18,5.34,4.34,3.0
23.35,4.55,3.67,3.0
24.92,4.86,4.06,3.0
23.54,4.67,3.82,2.0
28.11,54.77,4.67,2.0
33.65,116.83,4.99,2.0
31.41,204.54,5.17,3.0
36.22,74.24,6.12,1.0
37.7,75.34,5.86,2.0
37.32,38.62,4.91,2.0
45.98,17.83,3.91,3.0
54.12,13.05,3.52,3.0
52.5,10.77,2.69,3.0
45.78,10.94,2.62,3.0
31.41,9.99,2.11,2.0
59.96,14.64,3.3,3.0
52.19,13.91,3.16,1.0
66.78,15.05,3.64,2.0
85.21,15.95,3.5,1.0
96.12,13.48,2.95,2.0
100.96,15.3,3.71,3.0
146.04,13.1,3.17,1.0
4105.0,11.37,3.3,3.0
224.56,13.11,3.84,2.0
50.23,87.19,3.6,2.0
45.94,137.21,3.46,3.0
41.69,45.73,3.79,2.0
36.55,42.4,3.46,2.0
34.74,31.74,3.46,3.0
35.79,26.47,3.59,2.0
37.01,18.08,3.78,2.0
31.91,17.19,3.29,2.0
31.49,16.15,3.2,3.0
30.91,15.98,3.15,2.0
26.45,14.01,2.73,2.0
28.99,16.51,2.84,3.0
27.42,18.71,2.72,2.0
29.41,23.15,2.78,2.0
25.2,17.85,2.34,2.0
